T,E,M
5.697474747474748,-49888.0,-1056.0
5.636969696969697,-48096.0,32.0
5.576464646464647,-48872.0,-204.0
5.515959595959596,-49248.0,-630.0
5.455454545454545,-51168.0,-974.0
5.394949494949495,-52472.0,-924.0
5.334444444444444,-51880.0,-210.0
5.2739393939393935,-51144.0,92.0
5.2134343434343435,-52376.0,-440.0
5.152929292929293,-53336.0,-866.0
5.092424242424242,-53928.0,66.0
5.031919191919192,-54608.0,154.0
4.971414141414141,-57432.0,-366.0
4.910909090909091,-57432.0,300.0
4.85040404040404,-57968.0,72.0
4.789898989898989,-58864.0,320.0
4.7293939393939395,-59512.0,66.0
4.668888888888889,-59504.0,-358.0
4.608383838383839,-60512.0,-462.0
4.547878787878788,-61088.0,-446.0
4.487373737373737,-62080.0,-238.0
4.426868686868687,-63632.0,-472.0
4.366363636363636,-65096.0,-374.0
4.305858585858585,-66808.0,-138.0
4.245353535353535,-67168.0,-334.0
4.184848484848485,-67216.0,-156.0
4.124343434343434,-70928.0,-470.0
4.063838383838384,-70424.0,-132.0
4.003333333333333,-71032.0,-332.0
3.9428282828282826,-73608.0,-64.0
3.882323232323232,-74816.0,562.0
3.821818181818182,-77312.0,710.0
3.7613131313131314,-79520.0,1086.0
3.7008080808080805,-81088.0,1012.0
3.64030303030303,-81856.0,504.0
3.5797979797979798,-82416.0,796.0
3.519292929292929,-84112.0,144.0
3.4587878787878785,-85152.0,368.0
3.398282828282828,-87944.0,152.0
3.3377777777777777,-89568.0,652.0
3.2772727272727273,-92064.0,242.0
3.2167676767676765,-94680.0,326.0
3.156262626262626,-96752.0,592.0
3.0957575757575757,-98144.0,-16.0
3.035252525252525,-101480.0,114.0
2.9747474747474745,-105016.0,-366.0
2.914242424242424,-108008.0,-274.0
2.8537373737373737,-109600.0,-724.0
2.7932323232323233,-113664.0,-984.0
2.7327272727272724,-116656.0,-554.0
2.672222222222222,-120248.0,-210.0
2.6117171717171717,-123168.0,172.0
2.551212121212121,-126136.0,426.0
2.4907070707070704,-129840.0,120.0
2.43020202020202,-134048.0,358.0
2.3696969696969696,-139144.0,88.0
2.3091919191919192,-143472.0,670.0
2.2486868686868684,-148216.0,834.0
2.188181818181818,-153864.0,958.0
2.1276767676767676,-158064.0,762.0
2.0671717171717168,-163760.0,962.0
2.0066666666666664,-167752.0,618.0
1.9461616161616162,-173128.0,802.0
1.8856565656565658,-178272.0,988.0
1.8251515151515152,-182720.0,814.0
1.7646464646464646,-188232.0,934.0
1.7041414141414142,-193112.0,1128.0
1.6436363636363638,-198312.0,1348.0
1.5831313131313132,-202560.0,1856.0
1.5226262626262625,-206640.0,1854.0
1.4621212121212122,-210304.0,2046.0
1.4016161616161618,-213680.0,2122.0
1.3411111111111111,-216624.0,1910.0
1.2806060606060605,-219456.0,1922.0
1.2201010101010101,-221296.0,1894.0
1.1595959595959597,-222944.0,1788.0
1.0990909090909091,-225136.0,1882.0
1.0385858585858585,-227056.0,1816.0
0.9780808080808081,-228544.0,1662.0
0.9175757575757576,-229920.0,1294.0
0.8570707070707071,-230896.0,1318.0
0.7965656565656566,-231800.0,1352.0
0.7360606060606061,-232840.0,1610.0
0.6755555555555556,-233560.0,1364.0
0.6150505050505051,-234120.0,1192.0
0.5545454545454546,-234792.0,1304.0
0.49404040404040406,-235416.0,1292.0
0.43353535353535355,-235888.0,1248.0
0.37303030303030305,-236336.0,1172.0
0.31252525252525254,-236768.0,1272.0
0.25202020202020203,-237256.0,1066.0
0.19151515151515153,-237624.0,858.0
0.13101010101010102,-237952.0,902.0
0.0705050505050505,-238256.0,930.0
0.01,-238568.0,784.0
0.01,-238880.0,676.0
0.0705050505050505,-239104.0,682.0
0.13101010101010102,-239432.0,776.0
0.19151515151515153,-239720.0,644.0
0.25202020202020203,-240032.0,630.0
0.31252525252525254,-240208.0,690.0
0.37303030303030305,-240416.0,776.0
0.43353535353535355,-240712.0,750.0
0.49404040404040406,-240896.0,706.0
0.5545454545454546,-241056.0,674.0
0.6150505050505051,-241184.0,644.0
0.6755555555555556,-241392.0,620.0
0.7360606060606061,-241512.0,608.0
0.7965656565656566,-241552.0,598.0
0.8570707070707071,-241464.0,576.0
0.9175757575757576,-241576.0,512.0
0.9780808080808081,-241664.0,434.0
1.0385858585858585,-241392.0,372.0
1.0990909090909091,-240880.0,190.0
1.1595959595959597,-240584.0,186.0
1.2201010101010101,-240200.0,-26.0
1.2806060606060605,-239392.0,76.0
1.3411111111111111,-238896.0,168.0
1.4016161616161618,-237536.0,138.0
1.4621212121212122,-236576.0,162.0
1.5226262626262625,-234840.0,42.0
1.5831313131313132,-234056.0,84.0
1.6436363636363638,-232696.0,18.0
1.7041414141414142,-230368.0,-272.0
1.7646464646464646,-227928.0,-262.0
1.8251515151515152,-225064.0,-294.0
1.8856565656565658,-221568.0,-156.0
1.9461616161616162,-218344.0,-310.0
2.0066666666666664,-214184.0,-564.0
2.0671717171717168,-211480.0,-266.0
2.1276767676767676,-207024.0,-18.0
2.188181818181818,-202976.0,-144.0
2.2486868686868684,-197816.0,-254.0
2.3091919191919192,-192600.0,154.0
2.3696969696969696,-187376.0,266.0
2.43020202020202,-182784.0,374.0
2.4907070707070704,-177248.0,810.0
2.551212121212121,-170480.0,724.0
2.6117171717171717,-163400.0,134.0
2.672222222222222,-156968.0,500.0
2.7327272727272724,-149824.0,328.0
2.7932323232323233,-143664.0,262.0
2.8537373737373737,-136056.0,318.0
2.914242424242424,-130136.0,62.0
2.9747474747474745,-125448.0,74.0
3.035252525252525,-118400.0,-372.0
3.0957575757575757,-115048.0,-944.0
3.156262626262626,-109840.0,-1152.0
3.2167676767676765,-104872.0,-750.0
3.2772727272727273,-101952.0,-230.0
3.3377777777777777,-99136.0,-164.0
3.398282828282828,-94264.0,-368.0
3.4587878787878785,-92056.0,-160.0
3.519292929292929,-88968.0,-388.0
3.5797979797979798,-86560.0,300.0
3.64030303030303,-84496.0,152.0
3.7008080808080805,-83368.0,-184.0
3.7613131313131314,-80648.0,316.0
3.821818181818182,-78376.0,426.0
3.882323232323232,-76104.0,396.0
3.9428282828282826,-74416.0,392.0
4.003333333333333,-74216.0,64.0
4.063838383838384,-71992.0,86.0
4.124343434343434,-69448.0,506.0
4.184848484848485,-69528.0,274.0
4.245353535353535,-68136.0,110.0
4.305858585858585,-66408.0,-230.0
4.366363636363636,-65016.0,-322.0
4.426868686868687,-63704.0,-540.0
4.487373737373737,-63592.0,12.0
4.547878787878788,-63448.0,774.0
4.608383838383839,-62104.0,550.0
4.668888888888889,-60888.0,-92.0
4.7293939393939395,-60168.0,-246.0
4.789898989898989,-59840.0,196.0
4.85040404040404,-58280.0,396.0
4.910909090909091,-56808.0,278.0
4.971414141414141,-55968.0,-44.0
5.031919191919192,-55136.0,-160.0
5.092424242424242,-55120.0,138.0
5.152929292929293,-53984.0,88.0
5.2134343434343435,-53584.0,202.0
5.2739393939393935,-52576.0,322.0
5.334444444444444,-52600.0,30.0
5.394949494949495,-52040.0,76.0
5.455454545454545,-51344.0,278.0
5.515959595959596,-51160.0,86.0
5.576464646464647,-49696.0,846.0
5.636969696969697,-48712.0,280.0
5.697474747474748,-47600.0,746.0
5.7579797979797975,-49128.0,930.0
5.818484848484848,-48160.0,950.0
5.878989898989899,-48320.0,-192.0
5.939494949494949,-46832.0,282.0
6.0,-45168.0,714.0
6.0,-45536.0,364.0
5.939494949494949,-46208.0,360.0
5.878989898989899,-46360.0,12.0
5.818484848484848,-45768.0,352.0
5.7579797979797975,-48008.0,132.0
5.697474747474748,-48304.0,198.0
5.636969696969697,-48704.0,150.0
5.576464646464647,-49040.0,-50.0
5.515959595959596,-49456.0,-208.0
5.455454545454545,-50776.0,-1126.0
5.394949494949495,-49896.0,-488.0
5.334444444444444,-52672.0,-572.0
5.2739393939393935,-52552.0,-862.0
5.2134343434343435,-53216.0,-240.0
5.152929292929293,-53464.0,-24.0
5.092424242424242,-53672.0,-56.0
5.031919191919192,-54560.0,-200.0
4.971414141414141,-55384.0,-746.0
4.910909090909091,-55912.0,-726.0
4.85040404040404,-56936.0,-922.0
4.789898989898989,-59136.0,-596.0
4.7293939393939395,-59752.0,-730.0
4.668888888888889,-61168.0,-78.0
4.608383838383839,-61704.0,610.0
4.547878787878788,-63088.0,-196.0
4.487373737373737,-63256.0,104.0
4.426868686868687,-64960.0,-566.0
4.366363636363636,-64392.0,-102.0
4.305858585858585,-65488.0,-104.0
4.245353535353535,-66704.0,-108.0
4.184848484848485,-68552.0,-238.0
4.124343434343434,-71120.0,256.0
4.063838383838384,-71832.0,122.0
4.003333333333333,-72448.0,420.0
3.9428282828282826,-73712.0,-144.0
3.882323232323232,-74736.0,18.0
3.821818181818182,-75920.0,276.0
3.7613131313131314,-76632.0,64.0
3.7008080808080805,-78752.0,-184.0
3.64030303030303,-80000.0,-242.0
3.5797979797979798,-80904.0,-22.0
3.519292929292929,-83280.0,-120.0
3.4587878787878785,-86760.0,258.0
3.398282828282828,-87176.0,278.0
3.3377777777777777,-89080.0,-326.0
3.2772727272727273,-91272.0,-38.0
3.2167676767676765,-94032.0,-136.0
3.156262626262626,-96624.0,266.0
3.0957575757575757,-99984.0,514.0
3.035252525252525,-101040.0,444.0
2.9747474747474745,-104936.0,112.0
2.914242424242424,-108496.0,-392.0
2.8537373737373737,-109816.0,-386.0
2.7932323232323233,-112016.0,-502.0
2.7327272727272724,-114744.0,-316.0
2.672222222222222,-120192.0,26.0
2.6117171717171717,-122824.0,72.0
2.551212121212121,-125520.0,274.0
2.4907070707070704,-128176.0,-188.0
2.43020202020202,-132288.0,-620.0
2.3696969696969696,-137784.0,-1016.0
2.3091919191919192,-142208.0,-782.0
2.2486868686868684,-148160.0,-628.0
2.188181818181818,-152048.0,-766.0
2.1276767676767676,-157744.0,-434.0
2.0671717171717168,-163128.0,236.0
2.0066666666666664,-169272.0,8.0
1.9461616161616162,-175552.0,228.0
1.8856565656565658,-179952.0,438.0
1.8251515151515152,-184376.0,286.0
1.7646464646464646,-189752.0,-46.0
1.7041414141414142,-194736.0,-128.0
1.6436363636363638,-199328.0,-56.0
1.5831313131313132,-202816.0,152.0
1.5226262626262625,-206504.0,390.0
1.4621212121212122,-210304.0,238.0
1.4016161616161618,-213560.0,470.0
1.3411111111111111,-216392.0,320.0
1.2806060606060605,-218936.0,264.0
1.2201010101010101,-221592.0,194.0
1.1595959595959597,-223984.0,254.0
1.0990909090909091,-226064.0,274.0
1.0385858585858585,-228016.0,80.0
0.9780808080808081,-229448.0,14.0
0.9175757575757576,-230520.0,14.0
0.8570707070707071,-231704.0,-36.0
0.7965656565656566,-232576.0,-238.0
0.7360606060606061,-233568.0,-350.0
0.6755555555555556,-234312.0,-516.0
0.6150505050505051,-234992.0,-744.0
0.5545454545454546,-235560.0,-842.0
0.49404040404040406,-235976.0,-1002.0
0.43353535353535355,-236552.0,-1084.0
0.37303030303030305,-237008.0,-1282.0
0.31252525252525254,-237512.0,-1228.0
0.25202020202020203,-237936.0,-1226.0
0.19151515151515153,-238336.0,-1326.0
0.13101010101010102,-238704.0,-1534.0
0.0705050505050505,-239064.0,-1470.0
0.01,-239416.0,-1606.0
0.01,-239696.0,-1738.0
0.0705050505050505,-239992.0,-1832.0
0.13101010101010102,-240304.0,-1814.0
0.19151515151515153,-240528.0,-1856.0
0.25202020202020203,-240880.0,-1872.0
0.31252525252525254,-241112.0,-1842.0
0.37303030303030305,-241416.0,-1898.0
0.43353535353535355,-241680.0,-1922.0
0.49404040404040406,-241888.0,-2024.0
0.5545454545454546,-242080.0,-1932.0
0.6150505050505051,-242216.0,-2022.0
0.6755555555555556,-242336.0,-2010.0
0.7360606060606061,-242424.0,-2086.0
0.7965656565656566,-242520.0,-2268.0
0.8570707070707071,-242592.0,-2294.0
0.9175757575757576,-242576.0,-2362.0
0.9780808080808081,-242392.0,-2386.0
1.0385858585858585,-242112.0,-2482.0
1.0990909090909091,-241776.0,-2480.0
1.1595959595959597,-241512.0,-2572.0
1.2201010101010101,-240976.0,-2492.0
1.2806060606060605,-239832.0,-2598.0
1.3411111111111111,-238840.0,-2592.0
1.4016161616161618,-238376.0,-2440.0
1.4621212121212122,-237184.0,-2398.0
1.5226262626262625,-236504.0,-2412.0
1.5831313131313132,-233896.0,-2446.0
1.6436363636363638,-232656.0,-2328.0
1.7041414141414142,-229968.0,-2348.0
1.7646464646464646,-227288.0,-2458.0
1.8251515151515152,-224816.0,-2450.0
1.8856565656565658,-221616.0,-2644.0
1.9461616161616162,-217360.0,-2880.0
2.0066666666666664,-213920.0,-2866.0
2.0671717171717168,-210520.0,-2644.0
2.1276767676767676,-207376.0,-2648.0
2.188181818181818,-203552.0,-2588.0
2.2486868686868684,-198240.0,-2414.0
2.3091919191919192,-193648.0,-2646.0
2.3696969696969696,-188408.0,-2732.0
2.43020202020202,-181448.0,-2956.0
2.4907070707070704,-177072.0,-3000.0
2.551212121212121,-169376.0,-2646.0
2.6117171717171717,-163072.0,-2442.0
2.672222222222222,-154848.0,-1912.0
2.7327272727272724,-149640.0,-1830.0
2.7932323232323233,-142536.0,-1150.0
2.8537373737373737,-137192.0,-562.0
2.914242424242424,-130920.0,-588.0
2.9747474747474745,-124960.0,-532.0
3.035252525252525,-120464.0,-436.0
3.0957575757575757,-114608.0,-864.0
3.156262626262626,-110608.0,-424.0
3.2167676767676765,-105136.0,-62.0
3.2772727272727273,-102448.0,-302.0
3.3377777777777777,-99272.0,-392.0
3.398282828282828,-94016.0,-858.0
3.4587878787878785,-90816.0,-412.0
3.519292929292929,-88200.0,-600.0
3.5797979797979798,-85880.0,-300.0
3.64030303030303,-82840.0,-154.0
3.7008080808080805,-81296.0,-208.0
3.7613131313131314,-80320.0,68.0
3.821818181818182,-77736.0,-396.0
3.882323232323232,-76664.0,-486.0
3.9428282828282826,-74456.0,-330.0
4.003333333333333,-72864.0,-260.0
4.063838383838384,-71920.0,114.0
4.124343434343434,-70592.0,-56.0
4.184848484848485,-69800.0,240.0
4.245353535353535,-68936.0,-54.0
4.305858585858585,-67784.0,-298.0
4.366363636363636,-66048.0,-414.0
4.426868686868687,-65240.0,-378.0
4.487373737373737,-62680.0,-508.0
4.547878787878788,-64448.0,-494.0
4.608383838383839,-61904.0,-52.0
4.668888888888889,-60888.0,594.0
4.7293939393939395,-59840.0,148.0
4.789898989898989,-58752.0,-236.0
4.85040404040404,-56920.0,-216.0
4.910909090909091,-57856.0,-486.0
4.971414141414141,-56816.0,50.0
5.031919191919192,-56576.0,118.0
5.092424242424242,-55768.0,206.0
5.152929292929293,-54384.0,786.0
5.2134343434343435,-54416.0,62.0
5.2739393939393935,-52128.0,-440.0
5.334444444444444,-52136.0,-412.0
5.394949494949495,-51544.0,-220.0
5.455454545454545,-51952.0,-306.0
5.515959595959596,-50344.0,-832.0
5.576464646464647,-47864.0,-300.0
5.636969696969697,-48888.0,26.0
5.697474747474748,-48176.0,98.0
5.7579797979797975,-47048.0,-190.0
5.818484848484848,-48872.0,-238.0
5.878989898989899,-46328.0,248.0
5.939494949494949,-45520.0,180.0
6.0,-44816.0,208.0
