T,E,M,E2,M2,std_E,std_M
6.0,-307.0078431372549,-7.458823529411766,96024.6431372549,948.7607843137254,0.12596175688292477,0.06299121589205775
5.939494949494949,-313.84901960784316,8.666666666666666,101269.03137254901,2657.333333333333,0.14735156531331636,0.05620671122311836
5.878989898989899,-308.2294117647059,9.029411764705879,96136.39607843138,3486.843137254902,0.10167079191189622,0.06314507472453335
5.818484848484848,-302.5803921568628,-0.5000000000000009,94449.49803921569,2260.3882352941177,0.11316109870855821,0.0585154133393055
5.7579797979797975,-332.1941176470588,-5.649019607843137,111601.44705882354,2713.447058823529,0.1318779975454668,0.059441831212750956
5.697474747474748,-323.16470588235296,2.6823529411764717,105874.50196078431,1939.0901960784313,0.12494496381206227,0.06909797840428479
5.636969696969697,-311.50392156862745,-7.890196078431373,99054.85098039216,2422.7921568627457,0.12543315241561556,0.06222854752654845
5.576464646464647,-294.23725490196085,-2.011764705882354,88119.69803921568,1392.4549019607844,0.10324256815879619,0.06871534730653409
5.515959595959596,-330.5019607843137,20.772549019607844,112082.08627450981,2315.1607843137253,0.10654574669389816,0.08282368155403241
5.455454545454545,-320.4823529411765,-1.5764705882352952,103686.13333333332,2141.835294117647,0.10426368773589452,0.07160136706449793
5.394949494949495,-344.1843137254902,2.915686274509805,120211.96862745099,2536.5921568627455,0.11832601005476018,0.04907347229497783
5.334444444444444,-357.978431372549,-29.29019607843137,128798.50588235294,2128.862745098039,0.1055328606815937,0.049238174254145714
5.2739393939393935,-348.6313725490196,-7.556862745098041,122360.43921568629,1262.2980392156862,0.09587053925028809,0.0696669156323864
5.2134343434343435,-353.1588235294118,16.47843137254902,126752.82745098039,1556.188235294118,0.08445643577747888,0.056139833210297446
5.152929292929293,-363.964705882353,-3.794117647058824,133980.40784313728,2237.0549019607843,0.09396706010951913,0.05986191921743241
5.092424242424242,-360.1862745098039,-14.462745098039214,130939.29019607845,2273.7411764705876,0.1466647651188948,0.058333089859585206
5.031919191919192,-343.6568627450981,-9.009803921568627,119485.30588235293,1244.7019607843138,0.1038135707305063,0.07189892769048294
4.971414141414141,-354.2313725490196,6.376470588235294,126385.6705882353,1344.3686274509805,0.1025529710360712,0.06005585608363967
4.910909090909091,-387.41960784313727,0.0862745098039226,151992.862745098,1079.9372549019606,0.12518134773442588,0.06003499008686576
4.85040404040404,-381.42745098039217,-10.729411764705885,147600.50980392157,2128.282352941176,0.11020854343007896,0.0643843282551506
4.789898989898989,-391.46078431372547,-0.24117647058823533,154092.22352941174,1037.627450980392,0.1055792075567627,0.0613190775394537
4.7293939393939395,-387.0431372549019,-2.0372549019607824,151417.23921568628,1699.4,0.10960445269776202,0.058171037741654386
4.668888888888889,-384.95294117647063,-5.070588235294117,150668.40784313725,3120.0862745098034,0.09239183953355402,0.05037959297961237
4.608383838383839,-404.5137254901961,5.249019607843139,164928.8156862745,3402.2235294117645,0.09596590524318337,0.0685037558939137
4.547878787878788,-409.3862745098039,-15.109803921568629,169332.87450980395,3702.462745098039,0.10137550067777855,0.06047777221178723
4.487373737373737,-462.21176470588233,22.75294117647059,215345.5137254902,6319.803921568628,0.09199518206706586,0.04188384749503004
4.426868686868687,-432.7196078431372,-51.61764705882352,189293.03137254904,4007.078431372549,0.09678498665021096,0.06429800759212137
4.366363636363636,-442.08039215686273,16.713725490196076,196975.37647058826,1922.5019607843137,0.10247008208910559,0.07478420558215504
4.305858585858585,-443.31568627450986,-33.831372549019605,199981.58039215687,3436.5725490196082,0.09675173635233067,0.06616760889404603
4.245353535353535,-462.3137254901961,-8.36470588235294,215385.34901960788,4346.023529411765,0.10591951348965334,0.052011163882594844
4.184848484848485,-461.6509803921569,9.749019607843138,214017.54509803923,5996.807843137255,0.08128081460882769,0.07264531214289996
4.124343434343434,-485.7666666666667,13.798039215686275,238514.57647058822,5553.43137254902,0.11149955414492084,0.050796478088732375
4.063838383838384,-465.09999999999997,-22.16862745098039,217638.4588235294,4211.137254901961,0.08614785436701575,0.05886769288041943
4.003333333333333,-471.37647058823535,-21.464705882352945,223616.20392156864,4184.937254901961,0.09641608595886655,0.05435413988231968
3.9428282828282826,-491.0529411764706,-0.7686274509803912,241885.8705882353,3612.9803921568628,0.09274221154253888,0.0642186499646566
3.882323232323232,-511.66862745098035,-14.403921568627448,264681.0470588235,6309.223529411765,0.1038264841365967,0.06331298697542123
3.821818181818182,-510.4745098039216,1.7431372549019617,263432.9882352941,2345.0941176470587,0.11078725088236768,0.06637287535278259
3.7613131313131314,-529.864705882353,-10.935294117647059,283366.3333333333,3059.070588235294,0.09571274203957293,0.04678130263832352
3.7008080808080805,-538.0882352941176,-17.23137254901961,291098.09803921566,5042.219607843137,0.08818190397238432,0.05794528521293121
3.64030303030303,-547.8372549019608,39.0078431372549,301810.3647058823,7686.345098039217,0.10720376479565177,0.045358630479901504
3.5797979797979798,-568.7156862745098,14.594117647058823,325063.67450980394,1743.5725490196078,0.09504541042740293,0.061135457983876824
3.519292929292929,-571.6490196078431,30.256862745098033,328980.64705882355,9622.717647058824,0.08888442592325821,0.048493297476608056
3.4587878787878785,-594.2705882352941,0.42549019607843286,355241.4274509804,2120.678431372549,0.08531275784695347,0.054180204923428225
3.398282828282828,-598.6686274509805,41.09215686274509,361183.031372549,5906.498039215686,0.09949094117467223,0.05018166255146498
3.3377777777777777,-590.6666666666666,43.99803921568627,351298.07058823534,9532.96862745098,0.10489563436415021,0.05119299998839103
3.2772727272727273,-626.9823529411765,5.147058823529412,397271.5882352941,2148.1529411764704,0.10119372314950341,0.060665768698316254
