T,E,M,E2,M2
5.515959595959596,-6176.396825396825,483.3113553113553,38151746.35653236,234768.40537240537
5.455454545454545,-6168.247863247863,32.144078144078144,38048477.5018315,2077.2063492063494
5.394949494949495,-6150.0317460317465,-13.37973137973138,37823405.113553114,492.22466422466425
5.334444444444444,-6070.715506715506,-47.156288156288156,36855892.55677655,2595.1428571428573
5.2739393939393935,-6231.886446886447,23.626373626373628,38837160.84737485,874.989010989011
5.2134343434343435,-6521.714285714285,215.87667887667888,42533825.8998779,46887.57264957265
5.152929292929293,-6566.420024420025,140.82539682539684,43118805.787545785,20222.76923076923
5.092424242424242,-6728.117216117216,34.653235653235654,45269740.16605616,1918.9084249084249
5.031919191919192,-6647.274725274725,333.0952380952381,44187392.1953602,112086.0
4.971414141414141,-6559.026862026862,236.34065934065933,43025970.25885226,56092.1978021978
4.910909090909091,-7028.686202686203,435.3772893772894,49404044.73260073,190144.7619047619
4.85040404040404,-6794.673992673993,-67.4065934065934,46170701.245421246,6092.659340659341
4.789898989898989,-7054.598290598291,-152.37851037851038,49768944.00976801,23641.97313797314
4.7293939393939395,-7308.873015873016,-122.28571428571429,53426152.842490844,15299.746031746032
4.668888888888889,-7354.749694749695,17.142857142857142,54092856.297924295,982.2271062271062
4.608383838383839,-7342.714285714285,150.99267399267399,53916017.755799755,24567.015873015873
4.547878787878788,-7289.544566544567,84.78510378510379,53141281.45787546,7446.844932844933
4.487373737373737,-7494.8339438339435,-122.67277167277167,56173715.8021978,15403.709401709402
4.426868686868687,-7851.620268620269,56.001221001221005,61653091.724053726,3467.4993894993895
4.366363636363636,-7456.522588522588,103.91330891330891,55600364.190476194,11205.130647130647
4.305858585858585,-7702.330891330891,-121.36630036630036,59328083.46520147,16814.971916971917
4.245353535353535,-8086.935286935287,71.05616605616606,65399166.61294261,5214.078144078144
4.184848484848485,-8339.10989010989,6.344322344322344,69542434.24908425,477.3284493284493
4.124343434343434,-8388.643467643467,-401.6630036630037,70370108.03174603,163044.80586080585
4.063838383838384,-8703.429792429792,-527.8034188034188,75753890.90354091,279360.37362637365
4.003333333333333,-8482.090354090355,-203.11477411477412,71951422.29059829,44438.06349206349
3.9428282828282826,-8381.897435897436,-192.93650793650792,70257152.2002442,37913.663003663
3.882323232323232,-8853.764346764347,180.5079365079365,78391821.53601953,33033.59706959707
3.821818181818182,-9187.715506715507,377.3699633699634,84415210.47863248,142730.61782661782
3.7613131313131314,-9657.639804639804,590.7960927960928,93270898.03907204,349176.9963369963
